Date,diff,height,value,Close
2018-10-04,6955732756.96535,280139,3961116.52474464,41.18
2018-10-04,6955732756.96535,280140,3961416.76175739,41.18
2018-10-04,6955732756.96535,280141,3961417.91267342,41.18
2018-10-04,6955732756.96535,280142,3961610.5461391,41.18
2018-10-04,6955732756.96535,280143,3961420.73818161,41.18
2018-10-04,6955732756.96535,280144,3961608.60882984,41.18
2018-10-04,6955732756.96535,280145,3961408.45246237,41.18
2018-10-04,6955732756.96535,280146,3961204.75764388,41.18
2018-10-04,6955732756.96535,280147,3961095.97263697,41.18
2018-10-04,6955732756.96535,280148,3961281.82202369,41.18
2018-10-04,6955732756.96535,280149,3960900.50524371,41.18
2018-10-04,6955732756.96535,280150,3961674.21933385,41.18
2018-10-04,6955732756.96535,280151,3961762.35085227,41.18
2018-10-04,6955732756.96535,280152,3961859.56135072,41.18
2018-10-04,6955732756.96535,280153,3961762.66633331,41.18
2018-10-04,6955732756.96535,280154,3961572.61820204,41.18
2018-10-04,6955732756.96535,280155,3961666.07345069,41.18
2018-10-04,6955732756.96535,280156,3963108.88844276,41.18
2018-10-04,6955732756.96535,280157,3964554.13851123,41.18
2018-10-04,6955732756.96535,280158,3966000.41967653,41.18
2018-10-04,6955732756.96535,280159,3967354.29277222,41.18
2018-10-04,6955732756.96535,280160,3967450.51657537,41.18
2018-10-04,6955732756.96535,280161,3967634.46249127,41.18
2018-10-04,6955732756.96535,280162,3967633.32460204,41.18
2018-10-04,6955732756.96535,280163,3967353.56566645,41.18
2018-10-04,6955732756.96535,280164,3967061.76372242,41.18
2018-10-04,6955732756.96535,280165,3967060.58053675,41.18
2018-10-04,6955732756.96535,280166,3968499.40643663,41.18
2018-10-04,6955732756.96535,280167,3969947.92460309,41.18
2018-10-04,6955732756.96535,280168,3971393.00377571,41.18
2018-10-04,6955732756.96535,280169,3972846.48036681,41.18
2018-10-04,6955732756.96535,280170,3974291.36358566,41.18
2018-10-04,6955732756.96535,280171,3975647.80645973,41.18
2018-10-04,6955732756.96535,280172,3977094.88190046,41.18
2018-10-04,6955732756.96535,280173,3978542.83536249,41.18
2018-10-04,6955732756.96535,280174,3979022.12923238,41.18
2018-10-04,6955732756.96535,280175,3980466.84324528,41.18
2018-10-04,6955732756.96535,280176,3981336.48577996,41.18
2018-10-04,6955732756.96535,280177,3981050.78552426,41.18
2018-10-04,6955732756.96535,280178,3980947.34110421,41.18
2018-10-04,6955732756.96535,280179,3980750.18149374,41.18
2018-10-04,6955732756.96535,280180,3980745.12083781,41.18
2018-10-04,6955732756.96535,280181,3980644.12557865,41.18
2018-10-04,6955732756.96535,280182,3980556.44636164,41.18
2018-10-04,6955732756.96535,280183,3980840.12313778,41.18
2018-10-04,6955732756.96535,280184,3981617.13955576,41.18
2018-10-04,6955732756.96535,280185,3981998.89732352,41.18
2018-10-04,6955732756.96535,280186,3982188.13661027,41.18
2018-10-04,6955732756.96535,280187,3982285.61289539,41.18
2018-10-04,6955732756.96535,280188,3982383.4599882,41.18
2018-10-04,6955732756.96535,280189,3982579.43478245,41.18
2018-10-04,6955732756.96535,280190,3982382.42630693,41.18
2018-10-04,6955732756.96535,280191,3982007.19617511,41.18
2018-10-04,6955732756.96535,280192,3981516.51024524,41.18
2018-10-04,6955732756.96535,280193,3982000.23897366,41.18
2018-10-04,6955732756.96535,280194,3981996.19062686,41.18
2018-10-04,6955732756.96535,280195,3981702.31337274,41.18
2018-10-04,6955732756.96535,280196,3981506.66807514,41.18
2018-10-04,6955732756.96535,280197,3981424.09435621,41.18
2018-10-04,6955732756.96535,280198,3981332.02505686,41.18
2018-10-04,6955732756.96535,280199,3981234.37244959,41.18
2018-10-04,6955732756.96535,280200,3980850.90063136,41.18
2018-10-04,6955732756.96535,280201,3982231.94903262,41.18
2018-10-04,6955732756.96535,280202,3982244.87449278,41.18
2018-10-04,6955732756.96535,280203,3982145.59612525,41.18
2018-10-04,6955732756.96535,280204,3982046.81094619,41.18
2018-10-04,6955732756.96535,280205,3981853.56507827,41.18
2018-10-04,6955732756.96535,280206,3981760.5892461,41.18
2018-10-04,6955732756.96535,280207,3981854.30033086,41.18
2018-10-04,6955732756.96535,280208,3981765.31671872,41.18
2018-10-04,6955732756.96535,280209,3981576.12135044,41.18
2018-10-04,6955732756.96535,280210,3981587.72398217,41.18
2018-10-04,6955732756.96535,280211,3981587.72479481,41.18
2018-10-04,6955732756.96535,280212,3981501.80672341,41.18
2018-10-04,6955732756.96535,280213,3981305.05070417,41.18
2018-10-04,6955732756.96535,280214,3981703.50364093,41.18
2018-10-04,6955732756.96535,280215,3981711.82279954,41.18
2018-10-04,6955732756.96535,280216,3982301.27982347,41.18
2018-10-04,6955732756.96535,280217,3981927.84569046,41.18
2018-10-04,6955732756.96535,280218,3981658.21745611,41.18
2018-10-04,6955732756.96535,280219,3981560.24599342,41.18
2018-10-04,6955732756.96535,280220,3981663.38567608,41.18
2018-10-04,6955732756.96535,280221,3981372.26371367,41.18
2018-10-04,6955732756.96535,280222,3981084.11925726,41.18
2018-10-04,6955732756.96535,280223,3981378.34316175,41.18
2018-10-04,6974519457.42647,280224,3981586.63901924,41.18
2018-10-04,6974519457.42647,280225,3981209.67010213,41.18
2018-10-04,6974519457.42647,280226,3981319.7054871,41.18
2018-10-04,6974519457.42647,280227,3981517.42238855,41.18
2018-10-04,6974519457.42647,280228,3981622.43296644,41.18
2018-10-04,6974519457.42647,280229,3981323.25266977,41.18
2018-10-04,6974519457.42647,280230,3981237.55565033,41.18
2018-10-04,6974519457.42647,280231,3982416.19892239,41.18
2018-10-04,6974519457.42647,280232,3982124.60776236,41.18
2018-10-04,6974519457.42647,280233,3981944.38773526,41.18
2018-10-04,6974519457.42647,280234,3981755.59887451,41.18
2018-10-04,6974519457.42647,280235,3981558.26774869,41.18
2018-10-04,6974519457.42647,280236,3981467.60979145,41.18
2018-10-04,6974519457.42647,280237,3981567.315187,41.18
2018-10-04,6974519457.42647,280238,3981277.97220937,41.18
2018-10-04,6974519457.42647,280239,3980984.50901465,41.18
2018-10-04,6974519457.42647,280240,3980905.22489214,41.18
2018-10-04,6974519457.42647,280241,3980913.30677151,41.18
2018-10-04,6974519457.42647,280242,3980621.8822425,41.18
2018-10-04,6974519457.42647,280243,3980523.63034386,41.18
2018-10-04,6974519457.42647,280244,3980538.89260391,41.18
2018-10-04,6974519457.42647,280245,3980444.86682054,41.18
2018-10-04,6974519457.42647,280246,3980652.45064272,41.18
2018-10-04,6974519457.42647,280247,3980655.24176717,41.18
2018-10-04,6974519457.42647,280248,3981062.66946312,41.18
2018-10-04,6974519457.42647,280249,3981163.67410408,41.18
2018-10-04,6974519457.42647,280250,3980885.25776421,41.18
2018-10-04,6974519457.42647,280251,3980885.72524132,41.18
2018-10-04,6974519457.42647,280252,3981188.94996473,41.18
2018-10-04,6974519457.42647,280253,3980699.25552907,41.18
2018-10-04,6974519457.42647,280254,3980791.72564691,41.18
2018-10-04,6974519457.42647,280255,3980695.63617916,41.18
2018-10-04,6974519457.42647,280256,3980697.80053975,41.18
2018-10-04,6974519457.42647,280257,3980313.15151555,41.18
2018-10-04,6974519457.42647,280258,3980027.73931824,41.18
2018-10-04,6974519457.42647,280259,3979935.41029074,41.18
2018-10-04,6974519457.42647,280260,3979846.6366326,41.18
2018-10-04,6974519457.42647,280261,3979756.46297796,41.18
2018-10-04,6974519457.42647,280262,3979660.05196684,41.18
2018-10-04,6974519457.42647,280263,3979176.10633374,41.18
2018-10-04,6974519457.42647,280264,3979269.11050067,41.18
2018-10-04,6974519457.42647,280265,3978985.54404957,41.18
2018-10-04,6974519457.42647,280266,3978798.25385556,41.18
2018-10-04,6974519457.42647,280267,3978804.6461227,41.18
2018-10-04,6974519457.42647,280268,3978519.36083941,41.18
2018-10-04,6974519457.42647,280269,3978330.63910121,41.18
2018-10-04,6974519457.42647,280270,3978347.09908342,41.18
2018-10-04,6974519457.42647,280271,3978350.35986811,41.18
2018-10-04,6974519457.42647,280272,3978057.79150831,41.18
2018-10-04,6974519457.42647,280273,3977866.77946434,41.18
2018-10-04,6974519457.42647,280274,3977765.96720891,41.18
2018-10-04,6974519457.42647,280275,3977470.52645231,41.18
2018-10-04,6974519457.42647,280276,3978155.37469498,41.18
2018-10-04,6974519457.42647,280277,3979621.73123602,41.18
2018-10-04,6974519457.42647,280278,3981087.40846589,41.18
2018-10-04,6974519457.42647,280279,3982560.62837761,41.18
2018-10-04,6974519457.42647,280280,3984024.8618578,41.18
2018-10-04,6974519457.42647,280281,3985504.08284784,41.18
2018-10-04,6974519457.42647,280282,3986984.52239206,41.18
2018-10-04,6974519457.42647,280283,3988453.79348853,41.18
2018-10-04,6974519457.42647,280284,3989926.45636941,41.18
2018-10-04,6974519457.42647,280285,3991390.13471074,41.18
2018-10-04,6974519457.42647,280286,3991482.82180849,41.18
2018-10-04,6974519457.42647,280287,3991185.23122245,41.18
2018-10-04,6974519457.42647,280288,3991197.36789977,41.18
2018-10-04,6974519457.42647,280289,3991001.53910266,41.18
2018-10-04,6974519457.42647,280290,3990714.85772571,41.18
2018-10-04,6974519457.42647,280291,3991307.64943223,41.18
2018-10-04,6974519457.42647,280292,3991106.73373739,41.18
2018-10-04,6974519457.42647,280293,3990911.65316888,41.18
2018-10-04,6974519457.42647,280294,3990814.228386,41.18
2018-10-04,6974519457.42647,280295,3990626.80331403,41.18
2018-10-04,6974519457.42647,280296,3990743.30636824,41.18
2018-10-04,6974519457.42647,280297,3990652.67630193,41.18
2018-10-04,6974519457.42647,280298,3992123.30312609,41.18
2018-10-04,6974519457.42647,280299,3991737.21018349,41.18
2018-10-04,6974519457.42647,280300,3992233.72202058,41.18
2018-10-04,6974519457.42647,280301,3991845.61814193,41.18
2018-10-04,6974519457.42647,280302,3991747.14971014,41.18
2018-10-04,6974519457.42647,280303,3991351.39027642,41.18
2018-10-04,6974519457.42647,280304,3991250.39955316,41.18
2018-10-04,6974519457.42647,280305,3991056.1116989,41.18
2018-10-04,6974519457.42647,280306,3991062.39593617,41.18
2018-10-05,6974519457.42647,280307,3991259.64488735,42
2018-10-05,6974519457.42647,280308,3991262.38539598,42
2018-10-05,6974519457.42647,280309,3992734.86696951,42
2018-10-05,6974519457.42647,280310,3994200.73788658,42
2018-10-05,6974519457.42647,280311,3993816.16670655,42
2018-10-05,6974519457.42647,280312,3993626.75302436,42
2018-10-05,6974519457.42647,280313,3993438.59213353,42
2018-10-05,6974519457.42647,280314,3993540.3258226,42
2018-10-05,6974519457.42647,280315,3993443.92793508,42
2018-10-05,6974519457.42647,280316,3993247.59121089,42
2018-10-05,6974519457.42647,280317,3993253.36910031,42
2018-10-05,6974519457.42647,280318,3993349.55563677,42
2018-10-05,6974519457.42647,280319,3993155.20818478,42
2018-10-05,6974519457.42647,280320,3993355.9181298,42
2018-10-05,6974519457.42647,280321,3993263.9953905,42
2018-10-05,6974519457.42647,280322,3994737.23835136,42
2018-10-05,6974519457.42647,280323,3994547.96967891,42
2018-10-05,6974519457.42647,280324,3994654.53764234,42
2018-10-05,6974519457.42647,280325,3994557.68508823,42
2018-10-05,6974519457.42647,280326,3994458.11341013,42
2018-10-05,6974519457.42647,280327,3994067.26648762,42
2018-10-05,6974519457.42647,280328,3995534.32643683,42
2018-10-05,6974519457.42647,280329,3997000.28285686,42
2018-10-05,6974519457.42647,280330,3998468.42870429,42
2018-10-05,6974519457.42647,280331,3998277.11622858,42
2018-10-05,6974519457.42647,280332,3998764.73154039,42
2018-10-05,6974519457.42647,280333,3999062.61619504,42
2018-10-05,6974519457.42647,280334,3998868.03922069,42
2018-10-05,6974519457.42647,280335,3998975.86475927,42
2018-10-05,6974519457.42647,280336,3998485.95977768,42
2018-10-05,6974519457.42647,280337,3999490.34144477,42
2018-10-05,6974519457.42647,280338,3999307.01792271,42
2018-10-05,6974519457.42647,280339,3998917.50626515,42
2018-10-05,6974519457.42647,280340,3998627.59670761,42
2018-10-05,6974519457.42647,280341,3998448.20833553,42
2018-10-05,6974519457.42647,280342,3998260.21230241,42
2018-10-05,6974519457.42647,280343,3998163.89823587,42
2018-10-05,6974519457.42647,280344,3997875.27439114,42
2018-10-05,6974519457.42647,280345,3997786.58685496,42
2018-10-05,6974519457.42647,280346,3997393.1454453,42
2018-10-05,6974519457.42647,280347,3997399.46955449,42
2018-10-05,6974519457.42647,280348,3997507.23351374,42
2018-10-05,6974519457.42647,280349,3997315.75085249,42
2018-10-05,6974519457.42647,280350,3997032.10371055,42
2018-10-05,6974519457.42647,280351,3996847.52578055,42
2018-10-05,6974519457.42647,280352,3996556.5686598,42
2018-10-05,6974519457.42647,280353,3996378.14625051,42
2018-10-05,6974519457.42647,280354,3996290.81658942,42
2018-10-05,6974519457.42647,280355,3996099.75223379,42
2018-10-05,6974519457.42647,280356,3996013.52347663,42
2018-10-05,6974519457.42647,280357,3996321.10749311,42
2018-10-05,6974519457.42647,280358,3996231.08424807,42
2018-10-05,6974519457.42647,280359,3995939.94210554,42
2018-10-05,6974519457.42647,280360,3995940.71362124,42
2018-10-05,6974519457.42647,280361,3995644.2954468,42
2018-10-05,6974519457.42647,280362,3995358.20353165,42
2018-10-05,6974519457.42647,280363,3995063.14601201,42
2018-10-05,6974519457.42647,280364,3995076.17430198,42
2018-10-05,6974519457.42647,280365,3994894.98201682,42
2018-10-05,6974519457.42647,280366,3994607.95643972,42
2018-10-05,6974519457.42647,280367,3995014.78128129,42
2018-10-05,6711110410.89531,280368,3994723.5340451,42
2018-10-05,6711110410.89531,280369,3994433.08117005,42
2018-10-05,6711110410.89531,280370,3994642.0609305,42
2018-10-05,6711110410.89531,280371,3994550.75105816,42
2018-10-05,6711110410.89531,280372,3995057.15823267,42
2018-10-05,6711110410.89531,280373,3994663.29514176,42
2018-10-05,6711110410.89531,280374,3994672.66024712,42
2018-10-05,6711110410.89531,280375,3994388.63110643,42
2018-10-05,6711110410.89531,280376,3994596.20047528,42
2018-10-05,6711110410.89531,280377,3994312.04992068,42
2018-10-05,6711110410.89531,280378,3994025.25454115,42
2018-10-05,6711110410.89531,280379,3994137.07511321,42
2018-10-05,6711110410.89531,280380,3993948.51309684,42
2018-10-05,6711110410.89531,280381,3993856.10631379,42
2018-10-05,6711110410.89531,280382,3993670.6244131,42
2018-10-05,6711110410.89531,280383,3993385.02773683,42
2018-10-05,6711110410.89531,280384,3993193.99544967,42
2018-10-05,6711110410.89531,280385,3992917.85225993,42
2018-10-05,6711110410.89531,280386,3992729.83295537,42
2018-10-05,6711110410.89531,280387,3992446.02041751,42
2018-10-05,6711110410.89531,280388,3992255.15199727,42
2018-10-05,6711110410.89531,280389,3991972.25752911,42
2018-10-05,6711110410.89531,280390,3992086.03678863,42
2018-10-05,6711110410.89531,280391,3991692.43623958,42
2018-10-05,6711110410.89531,280392,3991601.66177735,42
2018-10-05,6711110410.89531,280393,3991603.23646195,42
2018-10-05,6711110410.89531,280394,3991411.62305904,42
2018-10-05,6711110410.89531,280395,3991323.14469265,42
2018-10-05,6711110410.89531,280396,3991044.58710345,42
2018-10-05,6711110410.89531,280397,3990848.48911961,42
2018-10-05,6711110410.89531,280398,3991054.40947551,42
2018-10-05,6711110410.89531,280399,3990968.00580732,42
2018-10-05,6711110410.89531,280400,3990892.71581035,42
2018-10-05,6711110410.89531,280401,3990804.60333336,42
2018-10-05,6711110410.89531,280402,3990713.26707901,42
2018-10-05,6711110410.89531,280403,3990723.78077061,42
2018-10-05,6711110410.89531,280404,3990431.38723168,42
2018-10-05,6711110410.89531,280405,3990631.2753349,42
2018-10-05,6711110410.89531,280406,3990343.39967445,42
2018-10-05,6711110410.89531,280407,3990260.48177877,42
2018-10-05,6711110410.89531,280408,3989969.17107968,42
2018-10-05,6711110410.89531,280409,3989770.68231941,42
2018-10-05,6711110410.89531,280410,3989688.01788931,42
2018-10-05,6711110410.89531,280411,3989690.47177519,42
2018-10-05,6711110410.89531,280412,3990110.20053475,42
2018-10-05,6711110410.89531,280413,3989926.77031491,42
2018-10-05,6711110410.89531,280414,3989542.45384926,42
2018-10-05,6711110410.89531,280415,3989357.10596881,42
2018-10-05,6711110410.89531,280416,3989164.43518007,42
2018-10-05,6711110410.89531,280417,3989167.19350526,42
2018-10-05,6711110410.89531,280418,3990661.23909473,42
2018-10-05,6711110410.89531,280419,3992165.25378008,42
2018-10-05,6711110410.89531,280420,3991987.35704615,42
2018-10-05,6711110410.89531,280421,3992287.174816,42
2018-10-05,6711110410.89531,280422,3992093.59355655,42
2018-10-05,6711110410.89531,280423,3991904.56051748,42
2018-10-05,6711110410.89531,280424,3991910.71315989,42
2018-10-05,6711110410.89531,280425,3992414.54319166,42
2018-10-05,6711110410.89531,280426,3992333.70488371,42
2018-10-05,6711110410.89531,280427,3992045.50608275,42
2018-10-05,6711110410.89531,280428,3991757.88509444,42
2018-10-05,6711110410.89531,280429,3991367.73468091,42
2018-10-05,6711110410.89531,280430,3991081.27942759,42
2018-10-05,6711110410.89531,280431,3990988.31230786,42
2018-10-05,6711110410.89531,280432,3990998.67775732,42
2018-10-05,6711110410.89531,280433,3990814.24662514,42
2018-10-05,6711110410.89531,280434,3990934.45282483,42
2018-10-05,6711110410.89531,280435,3990752.70440696,42
2018-10-05,6711110410.89531,280436,3990272.67502947,42
2018-10-05,6711110410.89531,280437,3991081.74169093,42
2018-10-05,6711110410.89531,280438,3990796.18877584,42
2018-10-05,6711110410.89531,280439,3990505.38376781,42
2018-10-05,6711110410.89531,280440,3990418.16487547,42
2018-10-05,6711110410.89531,280441,3990426.17020205,42
2018-10-05,6711110410.89531,280442,3991922.5838919,42
2018-10-05,6711110410.89531,280443,3993421.44016927,42
2018-10-05,6711110410.89531,280444,3994520.55872898,42
2018-10-05,6711110410.89531,280445,3994432.64667954,42
2018-10-05,6711110410.89531,280446,3994048.55136382,42
2018-10-05,6711110410.89531,280447,3993661.16664006,42
2018-10-05,6711110410.89531,280448,3993371.98134812,42
2018-10-05,6711110410.89531,280449,3993779.9587861,42
2018-10-05,6711110410.89531,280450,3993293.8809236,42
2018-10-05,6711110410.89531,280451,3993108.01045104,42
2018-10-05,6711110410.89531,280452,3993408.58500167,42
2018-10-05,6711110410.89531,280453,3993327.29183776,42
2018-10-05,6711110410.89531,280454,3993735.23787094,42
2018-10-05,6711110410.89531,280455,3993448.36614616,42
2018-10-05,6711110410.89531,280456,3993567.19358614,42
2018-10-05,6711110410.89531,280457,3993586.83602233,42
2018-10-05,6711110410.89531,280458,3993394.89676521,42
2018-10-05,6711110410.89531,280459,3993502.63342517,42
2018-10-05,6711110410.89531,280460,3993309.54524558,42
2018-10-05,6711110410.89531,280461,3993524.17595991,42
2018-10-05,6711110410.89531,280462,3994122.7119605,42
2018-10-05,6711110410.89531,280463,3994048.90152861,42
2018-10-05,6711110410.89531,280464,3993966.12118766,42
2018-10-05,6711110410.89531,280465,3994171.90274452,42
2018-10-05,6711110410.89531,280466,3995667.20942888,42
2018-10-05,6711110410.89531,280467,3996074.32649367,42
2018-10-05,6711110410.89531,280468,3995990.90945125,42
2018-10-05,6711110410.89531,280469,3995712.55337321,42
2018-10-05,6711110410.89531,280470,3995827.51991528,42
2018-10-05,6711110410.89531,280471,3995535.05605529,42
2018-10-05,6711110410.89531,280472,3995341.42103423,42
2018-10-05,6711110410.89531,280473,3995253.5544042,42
2018-10-05,6711110410.89531,280474,3994975.78182135,42
2018-10-05,6711110410.89531,280475,3995686.22406711,42
2018-10-05,6711110410.89531,280476,3995596.48472422,42
2018-10-05,6711110410.89531,280477,3995701.83553643,42
2018-10-05,6711110410.89531,280478,3995810.06564884,42
2018-10-05,6711110410.89531,280479,3996806.12119975,42
2018-10-05,6711110410.89531,280480,3996133.75829686,42
2018-10-05,6711110410.89531,280481,3996239.86393149,42
2018-10-05,6711110410.89531,280482,3996452.82225151,42
2018-10-05,6711110410.89531,280483,3995969.64765248,42
2018-10-05,6711110410.89531,280484,3995882.54805095,42
2018-10-05,6711110410.89531,280485,3995599.46334943,42
2018-10-05,6711110410.89531,280486,3995117.7026394,42
2018-10-05,6711110410.89531,280487,3995043.85947752,42
2018-10-05,6711110410.89531,280488,3994760.37021712,42
2018-10-05,6711110410.89531,280489,3994584.52023155,42
2018-10-05,6711110410.89531,280490,3995597.28383881,42
2018-10-05,6711110410.89531,280491,3995612.95364443,42
2018-10-05,6711110410.89531,280492,3995425.71985601,42
2018-10-05,6711110410.89531,280493,3995736.89221158,42
2018-10-05,6711110410.89531,280494,3995447.62266875,42
2018-10-05,6711110410.89531,280495,3995257.68692312,42
2018-10-05,6711110410.89531,280496,3995076.20006559,42
2018-10-05,6711110410.89531,280497,3994980.7599586,42
2018-10-05,6711110410.89531,280498,3994698.89267216,42
2018-10-05,6711110410.89531,280499,3994606.7302198,42
2018-10-05,6711110410.89531,280500,3994422.43954459,42
2018-10-05,6711110410.89531,280501,3994134.77008915,42
2018-10-05,6711110410.89531,280502,3993740.21012981,42
2018-10-05,6711110410.89531,280503,3993652.41826049,42
2018-10-05,6711110410.89531,280504,3993472.18014325,42
2018-10-05,6711110410.89531,280505,3993085.7586449,42
2018-10-05,6711110410.89531,280506,3992998.25387802,42
2018-10-05,6711110410.89531,280507,3992808.82248998,42
2018-10-05,6711110410.89531,280508,3992322.19298133,42
2018-10-05,6711110410.89531,280509,3992035.16250096,42
2018-10-05,6711110410.89531,280510,3992245.1493685,42
2018-10-05,6711110410.89531,280511,3991958.62823341,42
2018-10-05,6817086433.27182,280512,3992272.21678093,42
2018-10-05,6817086433.27182,280513,3991989.69235277,42
2018-10-05,6817086433.27182,280514,3991796.41430615,42
2018-10-05,6817086433.27182,280515,3991709.50024036,42
2018-10-05,6817086433.27182,280516,3991536.71115658,42
2018-10-05,6817086433.27182,280517,3991363.87143944,42
2018-10-05,6817086433.27182,280518,3991079.91657898,42
2018-10-05,6817086433.27182,280519,3990791.53475626,42
2018-10-05,6817086433.27182,280520,3990612.32468876,42
2018-10-05,6817086433.27182,280521,3990222.38620566,42
2018-10-05,6817086433.27182,280522,3989939.4881739,42
2018-10-05,6817086433.27182,280523,3989968.52885338,42
2018-10-05,6817086433.27182,280524,3989881.92144697,42
2018-10-05,6817086433.27182,280525,3990099.03368006,42
2018-10-05,6817086433.27182,280526,3991600.40256452,42
2018-10-05,6817086433.27182,280527,3991610.97404902,42
2018-10-05,6817086433.27182,280528,3991527.46571404,42
2018-10-05,6817086433.27182,280529,3991444.16002655,42
2018-10-05,6817086433.27182,280530,3991158.66854922,42
2018-10-05,6817086433.27182,280531,3990873.03026382,42
